lemma	status	detail
esfaragullar	unresolved	sin equivalente ES seguro
esfarelar	unresolved	sin equivalente ES seguro
esfargallar	unresolved	sin equivalente ES seguro
esfarrapar	unresolved	sin equivalente ES seguro
esfender	unresolved	sin equivalente ES seguro
esfiañar	already_paired	ya estaba en el corpus
esfiar	unresolved	sin equivalente ES seguro
esfociñar	unresolved	sin equivalente ES seguro
esfoirar	unresolved	sin equivalente ES seguro
esfolar	unresolved	sin equivalente ES seguro
esfollar	already_paired	ya estaba en el corpus
esfollegar	unresolved	sin equivalente ES seguro
esforzar	already_paired	ya estaba en el corpus
esfragar	unresolved	sin equivalente ES seguro
esfrangullar	unresolved	sin equivalente ES seguro
esfumar	unresolved	sin equivalente ES seguro
esfuracar	unresolved	sin equivalente ES seguro
esfurricar	already_paired	ya estaba en el corpus
esgaduñar	unresolved	sin equivalente ES seguro
esgallar	unresolved	sin equivalente ES seguro
esganar	already_paired	ya estaba en el corpus
esganifar	unresolved	sin equivalente ES seguro
esgarecer	unresolved	sin equivalente ES seguro
esgarrafexar	unresolved	sin equivalente ES seguro
esgarrapizar	unresolved	sin equivalente ES seguro
esgarrar	unresolved	sin equivalente ES seguro
esgazar	unresolved	sin equivalente ES seguro
esgodar	unresolved	sin equivalente ES seguro
esgorxar	unresolved	sin equivalente ES seguro
esgotar	already_paired	ya estaba en el corpus
esgrafiar	unresolved	sin equivalente ES seguro
esgrimir	already_paired	ya estaba en el corpus
esgromar	unresolved	sin equivalente ES seguro
esguedellar	unresolved	sin equivalente ES seguro
esguizar	unresolved	sin equivalente ES seguro
esixir	already_paired	ya estaba en el corpus
esladroar	unresolved	sin equivalente ES seguro
eslatrifar	unresolved	sin equivalente ES seguro
eslavar	unresolved	sin equivalente ES seguro
eslimar	unresolved	sin equivalente ES seguro
eslombar	unresolved	sin equivalente ES seguro
esluír	unresolved	sin equivalente ES seguro
eslumecer	unresolved	sin equivalente ES seguro
esmadroar	unresolved	sin equivalente ES seguro
esmagallar	unresolved	sin equivalente ES seguro
esmagar	already_paired	ya estaba en el corpus
esmaltar	already_paired	ya estaba en el corpus
esmarañar	unresolved	sin equivalente ES seguro
esmechar	unresolved	sin equivalente ES seguro
esmelgar	unresolved	sin equivalente ES seguro
esmendrellar	unresolved	sin equivalente ES seguro
esmerar	unresolved	sin equivalente ES seguro
esmerilar	unresolved	sin equivalente ES seguro
esmexericar	unresolved	sin equivalente ES seguro
esmigallar	unresolved	sin equivalente ES seguro
esmilagrar	unresolved	sin equivalente ES seguro
esmillar	unresolved	sin equivalente ES seguro
esmiolar	unresolved	sin equivalente ES seguro
esmirrar	unresolved	sin equivalente ES seguro
esmiuzar	unresolved	sin equivalente ES seguro
esmolicar	unresolved	sin equivalente ES seguro
esmorecer	unresolved	sin equivalente ES seguro
esmoucar	unresolved	sin equivalente ES seguro
esmuxicar	unresolved	sin equivalente ES seguro
esnacar	unresolved	sin equivalente ES seguro
esnachar	unresolved	sin equivalente ES seguro
esnafrar	unresolved	sin equivalente ES seguro
esnaquizar	already_paired	ya estaba en el corpus
esnogar	unresolved	sin equivalente ES seguro
esnoirar	unresolved	sin equivalente ES seguro
espaciar	unresolved	sin equivalente ES seguro
espadar	unresolved	sin equivalente ES seguro
espadelar	unresolved	sin equivalente ES seguro
espadoar	unresolved	sin equivalente ES seguro
espaiolar	unresolved	sin equivalente ES seguro
espalancar	unresolved	sin equivalente ES seguro
espallar	already_paired	ya estaba en el corpus
espalmar	unresolved	sin equivalente ES seguro
espandiñar	unresolved	sin equivalente ES seguro
españolizar	unresolved	sin equivalente ES seguro
espantar	already_paired	ya estaba en el corpus
espapallar	unresolved	sin equivalente ES seguro
esparexer	already_paired	ya estaba en el corpus
esparrar	unresolved	sin equivalente ES seguro
esparruñar	unresolved	sin equivalente ES seguro
espatelar	unresolved	sin equivalente ES seguro
espavorecer	unresolved	sin equivalente ES seguro
espazar	unresolved	sin equivalente ES seguro
especar	unresolved	sin equivalente ES seguro
especializar	already_paired	ya estaba en el corpus
especificar	already_paired	ya estaba en el corpus
especular	already_paired	ya estaba en el corpus
espelicar	unresolved	sin equivalente ES seguro
espelir	unresolved	sin equivalente ES seguro
espeluxar	unresolved	sin equivalente ES seguro
espendoar	unresolved	sin equivalente ES seguro
espenuxar	unresolved	sin equivalente ES seguro
esperar	already_paired	ya estaba en el corpus
espernexar	unresolved	sin equivalente ES seguro
esperrear	unresolved	sin equivalente ES seguro
espertar	already_paired	ya estaba en el corpus
espesar	unresolved	sin equivalente ES seguro
espetar	already_paired	ya estaba en el corpus
espiar	already_paired	ya estaba en el corpus
espicañar	unresolved	sin equivalente ES seguro
espichar	unresolved	sin equivalente ES seguro
espigar	unresolved	sin equivalente ES seguro
espiñar	unresolved	sin equivalente ES seguro
espiollar	unresolved	sin equivalente ES seguro
espir	already_paired	ya estaba en el corpus
espiritualizar	unresolved	sin equivalente ES seguro
espirrar	unresolved	sin equivalente ES seguro
espodar	unresolved	sin equivalente ES seguro
espolar	unresolved	sin equivalente ES seguro
espoldrar	unresolved	sin equivalente ES seguro
espoldrexar	unresolved	sin equivalente ES seguro
espoliar	unresolved	sin equivalente ES seguro
espombelar	unresolved	sin equivalente ES seguro
espontar	unresolved	sin equivalente ES seguro
esponxar	unresolved	sin equivalente ES seguro
esporear	unresolved	sin equivalente ES seguro
esporranchar	unresolved	sin equivalente ES seguro
esportelar	unresolved	sin equivalente ES seguro
esposar	unresolved	sin equivalente ES seguro
espraiar	unresolved	sin equivalente ES seguro
espreguizar	already_paired	ya estaba en el corpus
espreitar	already_paired	ya estaba en el corpus
espremer	already_paired	ya estaba en el corpus
espulgar	unresolved	sin equivalente ES seguro
espumar	unresolved	sin equivalente ES seguro
espurrar	unresolved	sin equivalente ES seguro
esputar	unresolved	sin equivalente ES seguro
esquecer	already_paired	ya estaba en el corpus
esqueirar	unresolved	sin equivalente ES seguro
esquematizar	unresolved	sin equivalente ES seguro
esquiar	already_paired	ya estaba en el corpus
esquilmar	already_paired	ya estaba en el corpus
esquinar	unresolved	sin equivalente ES seguro
esquivar	already_paired	ya estaba en el corpus
estabelecer	unresolved	sin equivalente ES seguro
estabilizar	already_paired	ya estaba en el corpus
establecer	already_paired	ya estaba en el corpus
estabular	unresolved	sin equivalente ES seguro
estacionar	already_paired	ya estaba en el corpus
estafar	already_paired	ya estaba en el corpus
estalar	already_paired	ya estaba en el corpus
estalicar	already_paired	ya estaba en el corpus
estallar	unresolved	sin equivalente ES seguro
estampar	already_paired	ya estaba en el corpus
estampinar	unresolved	sin equivalente ES seguro
estañar	unresolved	sin equivalente ES seguro
estancar	unresolved	sin equivalente ES seguro
estandarizar	unresolved	sin equivalente ES seguro
estar	already_paired	ya estaba en el corpus
estarabouzar	unresolved	sin equivalente ES seguro
estarrecer	already_paired	ya estaba en el corpus
estarricar	already_paired	ya estaba en el corpus
estartelar	unresolved	sin equivalente ES seguro
estatalizar	unresolved	sin equivalente ES seguro
estatuír	unresolved	sin equivalente ES seguro
estear	unresolved	sin equivalente ES seguro
estender	already_paired	ya estaba en el corpus
estercar	already_paired	ya estaba en el corpus
estereotipar	unresolved	sin equivalente ES seguro
esterilizar	unresolved	sin equivalente ES seguro
esterroar	unresolved	sin equivalente ES seguro
estibar	unresolved	sin equivalente ES seguro
estigmatizar	unresolved	sin equivalente ES seguro
estilar	unresolved	sin equivalente ES seguro
estilizar	unresolved	sin equivalente ES seguro
estimar	already_paired	ya estaba en el corpus
estimular	already_paired	ya estaba en el corpus
estiñar	unresolved	sin equivalente ES seguro
estipendiar	unresolved	sin equivalente ES seguro
estipular	already_paired	ya estaba en el corpus
estirar	already_paired	ya estaba en el corpus
estivadar	unresolved	sin equivalente ES seguro
estomballar	unresolved	sin equivalente ES seguro
estonar	unresolved	sin equivalente ES seguro
estopar	unresolved	sin equivalente ES seguro
estoquear	unresolved	sin equivalente ES seguro
estorbar	already_paired	ya estaba en el corpus
estorcer	unresolved	sin equivalente ES seguro
estordegar	unresolved	sin equivalente ES seguro
estorroar	unresolved	sin equivalente ES seguro
estouciñar	unresolved	sin equivalente ES seguro
estoupar	already_paired	ya estaba en el corpus
estourar	already_paired	ya estaba en el corpus
estoxar	unresolved	sin equivalente ES seguro
estragar	already_paired	ya estaba en el corpus
estralar	already_paired	ya estaba en el corpus
estrañar	already_paired	ya estaba en el corpus
estrangallar	unresolved	sin equivalente ES seguro
estrangular	already_paired	ya estaba en el corpus
estrar	unresolved	sin equivalente ES seguro
estratificar	unresolved	sin equivalente ES seguro
estrear	already_paired	ya estaba en el corpus
estreitar	already_paired	ya estaba en el corpus
estreitecer	unresolved	sin equivalente ES seguro
estrelampar	unresolved	sin equivalente ES seguro
estrelar	already_paired	ya estaba en el corpus
estrelecer	already_paired	ya estaba en el corpus
estremar	unresolved	sin equivalente ES seguro
estremecer	already_paired	ya estaba en el corpus
estriar	unresolved	sin equivalente ES seguro
estribar	already_paired	ya estaba en el corpus
estricar	unresolved	sin equivalente ES seguro
estrigar	unresolved	sin equivalente ES seguro
estrincar	unresolved	sin equivalente ES seguro
estrinxir	unresolved	sin equivalente ES seguro
estrugar	unresolved	sin equivalente ES seguro
estrullar	unresolved	sin equivalente ES seguro
estrumar	unresolved	sin equivalente ES seguro
estruturar	already_paired	ya estaba en el corpus
estucar	unresolved	sin equivalente ES seguro
estudar	already_paired	ya estaba en el corpus
estufar	unresolved	sin equivalente ES seguro
estuprar	unresolved	sin equivalente ES seguro
esturrar	unresolved	sin equivalente ES seguro
esturruxar	unresolved	sin equivalente ES seguro
esvacoar	unresolved	sin equivalente ES seguro
esvaecer	already_paired	ya estaba en el corpus
esvaer	already_paired	ya estaba en el corpus
esvarar	already_paired	ya estaba en el corpus
esverdear	unresolved	sin equivalente ES seguro
esvirillar	unresolved	sin equivalente ES seguro
eterificar	unresolved	sin equivalente ES seguro
eterizar	unresolved	sin equivalente ES seguro
eternizar	unresolved	sin equivalente ES seguro
etiquetar	unresolved	sin equivalente ES seguro
europeizar	unresolved	sin equivalente ES seguro
euscaldunizar	unresolved	sin equivalente ES seguro
evacuar	already_paired	ya estaba en el corpus
evadir	already_paired	ya estaba en el corpus
evanxelizar	unresolved	sin equivalente ES seguro
evaporar	unresolved	sin equivalente ES seguro
evidenciar	already_paired	ya estaba en el corpus
eviscerar	unresolved	sin equivalente ES seguro
evitar	already_paired	ya estaba en el corpus
evocar	already_paired	ya estaba en el corpus
evolucionar	already_paired	ya estaba en el corpus
exacerbar	unresolved	sin equivalente ES seguro
exacular	unresolved	sin equivalente ES seguro
exaltar	already_paired	ya estaba en el corpus
exalzar	unresolved	sin equivalente ES seguro
examinar	already_paired	ya estaba en el corpus
exasperar	added	apertium:exasperar
exaxerar	unresolved	sin equivalente ES seguro
excarcerar	already_paired	ya estaba en el corpus
exceder	already_paired	ya estaba en el corpus
exceptuar	already_paired	ya estaba en el corpus
excitar	already_paired	ya estaba en el corpus
exclamar	already_paired	ya estaba en el corpus
exclaustrar	unresolved	sin equivalente ES seguro
excluír	already_paired	ya estaba en el corpus
excomungar	unresolved	sin equivalente ES seguro
excretar	unresolved	sin equivalente ES seguro
exculpar	already_paired	ya estaba en el corpus
execrar	unresolved	sin equivalente ES seguro
executar	already_paired	ya estaba en el corpus
exemplificar	unresolved	sin equivalente ES seguro
exercer	already_paired	ya estaba en el corpus
exercitar	already_paired	ya estaba en el corpus
exfoliar	unresolved	sin equivalente ES seguro
exhalar	unresolved	sin equivalente ES seguro
exhibir	already_paired	ya estaba en el corpus
exhortar	already_paired	ya estaba en el corpus
exhumar	unresolved	sin equivalente ES seguro
exiliar	already_paired	ya estaba en el corpus
eximir	already_paired	ya estaba en el corpus
existir	already_paired	ya estaba en el corpus
exixir	unresolved	sin equivalente ES seguro
exonerar	unresolved	sin equivalente ES seguro
exorcizar	unresolved	sin equivalente ES seguro
exornar	unresolved	sin equivalente ES seguro
expandir	already_paired	ya estaba en el corpus
expatriar	unresolved	sin equivalente ES seguro
expectorar	unresolved	sin equivalente ES seguro
expedir	already_paired	ya estaba en el corpus
expeler	unresolved	sin equivalente ES seguro
expender	unresolved	sin equivalente ES seguro
experimentar	already_paired	ya estaba en el corpus
expiar	unresolved	sin equivalente ES seguro
expirar	already_paired	ya estaba en el corpus
explanar	unresolved	sin equivalente ES seguro
explicar	already_paired	ya estaba en el corpus
explorar	already_paired	ya estaba en el corpus
explotar	already_paired	ya estaba en el corpus
expoñer	already_paired	ya estaba en el corpus
expor	already_paired	ya estaba en el corpus
exportar	already_paired	ya estaba en el corpus
expresar	already_paired	ya estaba en el corpus
expropiar	already_paired	ya estaba en el corpus
expugnar	unresolved	sin equivalente ES seguro
expulsar	already_paired	ya estaba en el corpus
expunxir	unresolved	sin equivalente ES seguro
expurgar	unresolved	sin equivalente ES seguro
exsudar	unresolved	sin equivalente ES seguro
extasiar	unresolved	sin equivalente ES seguro
extenuar	unresolved	sin equivalente ES seguro
exteriorizar	unresolved	sin equivalente ES seguro
exterminar	already_paired	ya estaba en el corpus
extinguir	already_paired	ya estaba en el corpus
extirpar	already_paired	ya estaba en el corpus
extorsionar	unresolved	sin equivalente ES seguro
extractar	unresolved	sin equivalente ES seguro
extraditar	already_paired	ya estaba en el corpus
extraer	already_paired	ya estaba en el corpus
extramundar	unresolved	sin equivalente ES seguro
extrapolar	unresolved	sin equivalente ES seguro
extravasar	unresolved	sin equivalente ES seguro
extraviar	already_paired	ya estaba en el corpus
extremar	already_paired	ya estaba en el corpus
exulcerar	unresolved	sin equivalente ES seguro
exultar	unresolved	sin equivalente ES seguro
fabricar	already_paired	ya estaba en el corpus
fabular	unresolved	sin equivalente ES seguro
facer	already_paired	ya estaba en el corpus
facilitar	already_paired	ya estaba en el corpus
facturar	already_paired	ya estaba en el corpus
facultar	unresolved	sin equivalente ES seguro
fadar	unresolved	sin equivalente ES seguro
fagocitar	unresolved	sin equivalente ES seguro
faiar	unresolved	sin equivalente ES seguro
faiscar	unresolved	sin equivalente ES seguro
faixar	unresolved	sin equivalente ES seguro
faixear	unresolved	sin equivalente ES seguro
falar	already_paired	ya estaba en el corpus
faldrear	unresolved	sin equivalente ES seguro
falecer	already_paired	ya estaba en el corpus
falir	unresolved	sin equivalente ES seguro
fallar	already_paired	ya estaba en el corpus
falmagar	unresolved	sin equivalente ES seguro
falopar	unresolved	sin equivalente ES seguro
falquear	unresolved	sin equivalente ES seguro
falsear	already_paired	ya estaba en el corpus
falsificar	already_paired	ya estaba en el corpus
faltar	already_paired	ya estaba en el corpus
familiarizar	already_paired	ya estaba en el corpus
fanar	unresolved	sin equivalente ES seguro
fanatizar	unresolved	sin equivalente ES seguro
fanfurriñar	unresolved	sin equivalente ES seguro
fanicar	unresolved	sin equivalente ES seguro
fantasiar	unresolved	sin equivalente ES seguro
faradizar	unresolved	sin equivalente ES seguro
farfallar	unresolved	sin equivalente ES seguro
farolear	unresolved	sin equivalente ES seguro
farrapear	unresolved	sin equivalente ES seguro
fartar	already_paired	ya estaba en el corpus
fascinar	already_paired	ya estaba en el corpus
fastidiar	unresolved	sin equivalente ES seguro
fatigar	already_paired	ya estaba en el corpus
favorecer	already_paired	ya estaba en el corpus
fazar	unresolved	sin equivalente ES seguro
fechar	already_paired	ya estaba en el corpus
fecundar	unresolved	sin equivalente ES seguro
fedellar	unresolved	sin equivalente ES seguro
feder	unresolved	sin equivalente ES seguro
federar	unresolved	sin equivalente ES seguro
feirear	unresolved	sin equivalente ES seguro
felepar	unresolved	sin equivalente ES seguro
felicitar	already_paired	ya estaba en el corpus
felpar	already_paired	ya estaba en el corpus
feltrar	unresolved	sin equivalente ES seguro
feminizar	unresolved	sin equivalente ES seguro
fender	unresolved	sin equivalente ES seguro
fenecer	already_paired	ya estaba en el corpus
ferir	already_paired	ya estaba en el corpus
fermentar	unresolved	sin equivalente ES seguro
ferragachar	unresolved	sin equivalente ES seguro
ferranchar	unresolved	sin equivalente ES seguro
ferrar	unresolved	sin equivalente ES seguro
fertilizar	already_paired	ya estaba en el corpus
fervellar	unresolved	sin equivalente ES seguro
ferver	already_paired	ya estaba en el corpus
festexar	already_paired	ya estaba en el corpus
festonar	unresolved	sin equivalente ES seguro
fiar	already_paired	ya estaba en el corpus
ficar	added	apertium:quedar
fichar	already_paired	ya estaba en el corpus
figurar	already_paired	ya estaba en el corpus
filetear	unresolved	sin equivalente ES seguro
fillar	unresolved	sin equivalente ES seguro
filmar	already_paired	ya estaba en el corpus
filosofar	unresolved	sin equivalente ES seguro
filtrar	already_paired	ya estaba en el corpus
finalizar	already_paired	ya estaba en el corpus
financiar	already_paired	ya estaba en el corpus
finar	already_paired	ya estaba en el corpus
fincar	already_paired	ya estaba en el corpus
fintar	unresolved	sin equivalente ES seguro
finxir	already_paired	ya estaba en el corpus
firmar	already_paired	ya estaba en el corpus
fiscalizar	already_paired	ya estaba en el corpus
fisgar	unresolved	sin equivalente ES seguro
fitar	unresolved	sin equivalente ES seguro
fixar	already_paired	ya estaba en el corpus
flamexar	unresolved	sin equivalente ES seguro
flanquear	already_paired	ya estaba en el corpus
flaxelar	unresolved	sin equivalente ES seguro
flexibilizar	already_paired	ya estaba en el corpus
flexionar	unresolved	sin equivalente ES seguro
flirtear	added	apertium:flirtear
flocular	unresolved	sin equivalente ES seguro
florear	unresolved	sin equivalente ES seguro
florecer	already_paired	ya estaba en el corpus
flotar	already_paired	ya estaba en el corpus
fluidificar	unresolved	sin equivalente ES seguro
fluír	already_paired	ya estaba en el corpus
flutuar	unresolved	sin equivalente ES seguro
focalizar	unresolved	sin equivalente ES seguro
fochicar	already_paired	ya estaba en el corpus
foder	already_paired	ya estaba en el corpus
foguear	unresolved	sin equivalente ES seguro
folear	unresolved	sin equivalente ES seguro
folepar	unresolved	sin equivalente ES seguro
folerpar	unresolved	sin equivalente ES seguro
folgar	already_paired	ya estaba en el corpus
folguexar	unresolved	sin equivalente ES seguro
follear	unresolved	sin equivalente ES seguro
fomentar	already_paired	ya estaba en el corpus
fondar	unresolved	sin equivalente ES seguro
fondear	already_paired	ya estaba en el corpus
forcexar	unresolved	sin equivalente ES seguro
formalizar	already_paired	ya estaba en el corpus
formar	already_paired	ya estaba en el corpus
formigar	unresolved	sin equivalente ES seguro
formular	already_paired	ya estaba en el corpus
fornear	unresolved	sin equivalente ES seguro
fornecer	already_paired	ya estaba en el corpus
fornicar	unresolved	sin equivalente ES seguro
forrar	already_paired	ya estaba en el corpus
fortalecer	already_paired	ya estaba en el corpus
fortificar	already_paired	ya estaba en el corpus
forxar	already_paired	ya estaba en el corpus
forzar	already_paired	ya estaba en el corpus
fosfatar	unresolved	sin equivalente ES seguro
fosilizar	unresolved	sin equivalente ES seguro
fotocopiar	unresolved	sin equivalente ES seguro
fotografar	already_paired	ya estaba en el corpus
fotogravar	unresolved	sin equivalente ES seguro
foular	unresolved	sin equivalente ES seguro
fozar	already_paired	ya estaba en el corpus
fracasar	already_paired	ya estaba en el corpus
fraccionar	unresolved	sin equivalente ES seguro
fracturar	already_paired	ya estaba en el corpus
fradar	unresolved	sin equivalente ES seguro
fragmentar	unresolved	sin equivalente ES seguro
fraguar	already_paired	ya estaba en el corpus
franquear	unresolved	sin equivalente ES seguro
fraquear	already_paired	ya estaba en el corpus
frasear	unresolved	sin equivalente ES seguro
fraternizar	unresolved	sin equivalente ES seguro
frear	already_paired	ya estaba en el corpus
frecuentar	already_paired	ya estaba en el corpus
fregar	already_paired	ya estaba en el corpus
freitear	unresolved	sin equivalente ES seguro
fresar	unresolved	sin equivalente ES seguro
fretar	already_paired	ya estaba en el corpus
friccionar	unresolved	sin equivalente ES seguro
frisar	unresolved	sin equivalente ES seguro
fritir	already_paired	ya estaba en el corpus
frixir	already_paired	ya estaba en el corpus
froallar	unresolved	sin equivalente ES seguro
fruncir	unresolved	sin equivalente ES seguro
frustrar	already_paired	ya estaba en el corpus
frutificar	already_paired	ya estaba en el corpus
fugar	unresolved	sin equivalente ES seguro
fulgurar	unresolved	sin equivalente ES seguro
fulminar	unresolved	sin equivalente ES seguro
fulxir	unresolved	sin equivalente ES seguro
fumar	already_paired	ya estaba en el corpus
fumear	unresolved	sin equivalente ES seguro
fumegar	unresolved	sin equivalente ES seguro
fumigar	unresolved	sin equivalente ES seguro
funcionar	already_paired	ya estaba en el corpus
fundamentar	already_paired	ya estaba en el corpus
fundar	already_paired	ya estaba en el corpus
fundir	already_paired	ya estaba en el corpus
fungar	unresolved	sin equivalente ES seguro
furar	already_paired	ya estaba en el corpus
furgar	already_paired	ya estaba en el corpus
furtar	already_paired	ya estaba en el corpus
fusilar	already_paired	ya estaba en el corpus
fusionar	already_paired	ya estaba en el corpus
fustrigar	unresolved	sin equivalente ES seguro
fuxir	already_paired	ya estaba en el corpus
gabar	already_paired	ya estaba en el corpus
gabear	already_paired	ya estaba en el corpus
gabexar	unresolved	sin equivalente ES seguro
gabiar	unresolved	sin equivalente ES seguro
gacear	unresolved	sin equivalente ES seguro
gache	unresolved	sin equivalente ES seguro
gadañar	unresolved	sin equivalente ES seguro
gaduñar	unresolved	sin equivalente ES seguro
gafar	unresolved	sin equivalente ES seguro
gaguexar	unresolved	sin equivalente ES seguro
galantear	unresolved	sin equivalente ES seguro
galar	unresolved	sin equivalente ES seguro
galardoar	already_paired	ya estaba en el corpus
galear	unresolved	sin equivalente ES seguro
galeguizar	unresolved	sin equivalente ES seguro
galgar	unresolved	sin equivalente ES seguro
gallar	unresolved	sin equivalente ES seguro
galonar	unresolved	sin equivalente ES seguro
galopar	unresolved	sin equivalente ES seguro
galvanizar	unresolved	sin equivalente ES seguro
ganar	already_paired	ya estaba en el corpus
gañar	already_paired	ya estaba en el corpus
ganduxar	already_paired	ya estaba en el corpus
gangrenar	unresolved	sin equivalente ES seguro
ganir	unresolved	sin equivalente ES seguro
gapear	unresolved	sin equivalente ES seguro
garafetear	unresolved	sin equivalente ES seguro
garandar	unresolved	sin equivalente ES seguro
garantir	already_paired	ya estaba en el corpus
garapiñar	unresolved	sin equivalente ES seguro
gardar	already_paired	ya estaba en el corpus
garduñar	unresolved	sin equivalente ES seguro
gargarexar	unresolved	sin equivalente ES seguro
garlar	unresolved	sin equivalente ES seguro
garnear	unresolved	sin equivalente ES seguro
garrar	unresolved	sin equivalente ES seguro
garular	unresolved	sin equivalente ES seguro
gasear	unresolved	sin equivalente ES seguro
gaseificar	unresolved	sin equivalente ES seguro
gasificar	unresolved	sin equivalente ES seguro
gastar	already_paired	ya estaba en el corpus
gastear	unresolved	sin equivalente ES seguro
gatear	unresolved	sin equivalente ES seguro
gavear	unresolved	sin equivalente ES seguro
globalizar	already_paired	ya estaba en el corpus
glogló	unresolved	sin equivalente ES seguro
gloriar	unresolved	sin equivalente ES seguro
glorificar	unresolved	sin equivalente ES seguro
glosar	already_paired	ya estaba en el corpus
gobernar	already_paired	ya estaba en el corpus
gobiar	unresolved	sin equivalente ES seguro
goldrar	unresolved	sin equivalente ES seguro
golear	already_paired	ya estaba en el corpus
golfar	unresolved	sin equivalente ES seguro
golpear	already_paired	ya estaba en el corpus
golsar	unresolved	sin equivalente ES seguro
gomar	unresolved	sin equivalente ES seguro
gomitar	unresolved	sin equivalente ES seguro
gorar	unresolved	sin equivalente ES seguro
gorecer	already_paired	ya estaba en el corpus
gorentar	already_paired	ya estaba en el corpus
gorgolexar	unresolved	sin equivalente ES seguro
gorgullar	unresolved	sin equivalente ES seguro
gorir	unresolved	sin equivalente ES seguro
gorlar	unresolved	sin equivalente ES seguro
gornecer	already_paired	ya estaba en el corpus
gostar	unresolved	sin equivalente ES seguro
gotear	unresolved	sin equivalente ES seguro
gotexar	unresolved	sin equivalente ES seguro
gozar	already_paired	ya estaba en el corpus
grabar	unresolved	sin equivalente ES seguro
graciar	unresolved	sin equivalente ES seguro
gradar	unresolved	sin equivalente ES seguro
graduar	already_paired	ya estaba en el corpus
grafar	unresolved	sin equivalente ES seguro
grafitar	unresolved	sin equivalente ES seguro
grallar	unresolved	sin equivalente ES seguro
gramar	unresolved	sin equivalente ES seguro
grampar	unresolved	sin equivalente ES seguro
granar	unresolved	sin equivalente ES seguro
granular	unresolved	sin equivalente ES seguro
granxear	unresolved	sin equivalente ES seguro
gratificar	unresolved	sin equivalente ES seguro
gratinar	unresolved	sin equivalente ES seguro
gratular	unresolved	sin equivalente ES seguro
gravar	already_paired	ya estaba en el corpus
gravitar	unresolved	sin equivalente ES seguro
grecizar	unresolved	sin equivalente ES seguro
grelar	unresolved	sin equivalente ES seguro
grellar	unresolved	sin equivalente ES seguro
gretar	already_paired	ya estaba en el corpus
grilar	unresolved	sin equivalente ES seguro
griñir	unresolved	sin equivalente ES seguro
gritar	already_paired	ya estaba en el corpus
grixar	unresolved	sin equivalente ES seguro
gruar	unresolved	sin equivalente ES seguro
gruñir	unresolved	sin equivalente ES seguro
guarecer	unresolved	sin equivalente ES seguro
guarir	unresolved	sin equivalente ES seguro
guarnecer	already_paired	ya estaba en el corpus
guerrear	unresolved	sin equivalente ES seguro
guiar	already_paired	ya estaba en el corpus
guichar	unresolved	sin equivalente ES seguro
guillotinar	unresolved	sin equivalente ES seguro
guinar	unresolved	sin equivalente ES seguro
guindar	already_paired	ya estaba en el corpus
guionizar	unresolved	sin equivalente ES seguro
guisar	unresolved	sin equivalente ES seguro
gurgullar	unresolved	sin equivalente ES seguro
gurgutar	unresolved	sin equivalente ES seguro
gurrar	unresolved	sin equivalente ES seguro
gurrumiar	unresolved	sin equivalente ES seguro
gustar	already_paired	ya estaba en el corpus
ha	unresolved	sin equivalente ES seguro
haber	already_paired	ya estaba en el corpus
habilitar	already_paired	ya estaba en el corpus
habitar	already_paired	ya estaba en el corpus
habituar	already_paired	ya estaba en el corpus
halar	unresolved	sin equivalente ES seguro
haloxenar	unresolved	sin equivalente ES seguro
harmonizar	already_paired	ya estaba en el corpus
hebraizar	unresolved	sin equivalente ES seguro
helenizar	unresolved	sin equivalente ES seguro
herborizar	unresolved	sin equivalente ES seguro
herdar	already_paired	ya estaba en el corpus
herniar	unresolved	sin equivalente ES seguro
hibernar	unresolved	sin equivalente ES seguro
hibridar	unresolved	sin equivalente ES seguro
hidratar	unresolved	sin equivalente ES seguro
hidroxenar	unresolved	sin equivalente ES seguro
hipertrofiar	unresolved	sin equivalente ES seguro
hipnotizar	unresolved	sin equivalente ES seguro
hipotecar	already_paired	ya estaba en el corpus
hispanizar	unresolved	sin equivalente ES seguro
historiar	unresolved	sin equivalente ES seguro
hixienizar	unresolved	sin equivalente ES seguro
ho	unresolved	sin equivalente ES seguro
hola	unresolved	sin equivalente ES seguro
homenaxear	already_paired	ya estaba en el corpus
homologar	already_paired	ya estaba en el corpus
homoxeneizar	added	apertium:homogeneizar
honrar	already_paired	ya estaba en el corpus
horripilar	already_paired	ya estaba en el corpus
horrorizar	already_paired	ya estaba en el corpus
hospedar	already_paired	ya estaba en el corpus
hospitalizar	already_paired	ya estaba en el corpus
hostilizar	unresolved	sin equivalente ES seguro
hum	unresolved	sin equivalente ES seguro
humanizar	already_paired	ya estaba en el corpus
humectar	unresolved	sin equivalente ES seguro
humedecer	already_paired	ya estaba en el corpus
humillar	already_paired	ya estaba en el corpus
hurra	unresolved	sin equivalente ES seguro
idealizar	unresolved	sin equivalente ES seguro
idear	already_paired	ya estaba en el corpus
identificar	already_paired	ya estaba en el corpus
idiotizar	unresolved	sin equivalente ES seguro
idolatrar	already_paired	ya estaba en el corpus
igar	unresolved	sin equivalente ES seguro
ignorar	already_paired	ya estaba en el corpus
igualar	already_paired	ya estaba en el corpus
iguar	unresolved	sin equivalente ES seguro
ilegalizar	unresolved	sin equivalente ES seguro
illar	already_paired	ya estaba en el corpus
iluminar	already_paired	ya estaba en el corpus
ilusionar	already_paired	ya estaba en el corpus
